  0.00000000E+00,  0.00000000E+00,  3.14159265E+00
  0.00000000E+00,  0.00000000E+00,  3.14159265E+00
  5.00000000E-03, -7.40251045E-05,  3.14105300E+00
  5.00000000E-03, -7.40251045E-05,  3.14105300E+00
  5.00000000E-03, -7.40251045E-05,  3.14105300E+00
  1.00000000E-02, -3.00632210E-04,  3.13940434E+00
  1.00000000E-02, -3.00632210E-04,  3.13940434E+00
  1.00000000E-02, -3.00632210E-04,  3.13940434E+00
  1.50000000E-02, -5.17982659E-04,  3.13783313E+00
  1.50000000E-02, -5.17982659E-04,  3.13783313E+00
  1.50000000E-02, -5.17982659E-04,  3.13783313E+00
  2.00000000E-02, -7.22784136E-04,  3.13636460E+00
  2.00000000E-02, -7.22784136E-04,  3.13636460E+00
  2.00000000E-02, -7.22784136E-04,  3.13636460E+00
  2.00000000E-02, -7.22784136E-04,  3.13636460E+00
  2.00000000E-02, -7.22784136E-04,  3.13636460E+00
  2.00000000E-02, -7.22784136E-04,  3.13636460E+00
  2.00000000E-02, -7.22784137E-04,  3.13636460E+00
  2.00003891E-02, -7.22805770E-04,  3.13636445E+00
  2.04333662E-02, -7.47433236E-04,  3.13618762E+00
  2.50000000E-02, -1.07356521E-03,  3.13384664E+00
  2.50000000E-02, -1.07356521E-03,  3.13384664E+00
  2.50000000E-02, -1.07356521E-03,  3.13384664E+00
  2.95666338E-02, -1.52039164E-03,  3.13064474E+00
  2.95666338E-02, -1.52039164E-03,  3.13064474E+00
  3.00000000E-02, -1.56903485E-03,  3.13029663E+00
  3.00000000E-02, -1.56903485E-03,  3.13029663E+00
  3.00000000E-02, -1.56903485E-03,  3.13029663E+00
  3.04333662E-02, -1.61875371E-03,  3.12994093E+00
  3.50000000E-02, -2.20769416E-03,  3.12573527E+00
  3.50000000E-02, -2.20769416E-03,  3.12573527E+00
  3.50000000E-02, -2.20769416E-03,  3.12573527E+00
  3.95666338E-02, -2.91303320E-03,  3.12071777E+00
  3.95666338E-02, -2.91303320E-03,  3.12071777E+00
  4.00000000E-02, -2.98589445E-03,  3.12020068E+00
  4.00000000E-02, -2.98589445E-03,  3.12020068E+00
  4.00000000E-02, -2.98589445E-03,  3.12020068E+00
  4.04333662E-02, -3.05976912E-03,  3.11967663E+00
  4.50000000E-02, -3.89900978E-03,  3.11373976E+00
  4.50000000E-02, -3.89900978E-03,  3.11373976E+00
  4.50000000E-02, -3.89900978E-03,  3.11373976E+00
  4.95666338E-02, -4.84667165E-03,  3.10707247E+00
  4.95666338E-02, -4.84667165E-03,  3.10707247E+00
  5.00000000E-02, -4.94210312E-03,  3.10640321E+00
  5.00000000E-02, -4.94210312E-03,  3.10640321E+00
  5.00000000E-02, -4.94210312E-03,  3.10640321E+00
  5.04333662E-02, -5.03847515E-03,  3.10572776E+00
  5.50000000E-02, -6.11041208E-03,  3.09824190E+00
  5.50000000E-02, -6.11041208E-03,  3.09824190E+00
  5.50000000E-02, -6.11041208E-03,  3.09824190E+00
  5.95666338E-02, -7.28296558E-03,  3.09011061E+00
  5.95666338E-02, -7.28296558E-03,  3.09011061E+00
  6.00000000E-02, -7.39934267E-03,  3.08930685E+00
  6.00000000E-02, -7.39934267E-03,  3.08930685E+00
  6.00000000E-02, -7.39934267E-03,  3.08930685E+00
  6.04333662E-02, -7.51659251E-03,  3.08849765E+00
  6.50000000E-02, -8.80446339E-03,  3.07964915E+00
  6.50000000E-02, -8.80446339E-03,  3.07964915E+00
  6.50000000E-02, -8.80446339E-03,  3.07964915E+00
  6.95666338E-02, -1.01856885E-02,  3.07024052E+00
  6.95666338E-02, -1.01856885E-02,  3.07024052E+00
  7.00000000E-02, -1.03214995E-02,  3.06931996E+00
  7.00000000E-02, -1.03214995E-02,  3.06931996E+00
  7.00000000E-02, -1.03214995E-02,  3.06931996E+00
  7.04333662E-02, -1.04581201E-02,  3.06839475E+00
  7.50000000E-02, -1.19463275E-02,  3.05837042E+00
  7.50000000E-02, -1.19463275E-02,  3.05837042E+00
  7.50000000E-02, -1.19463275E-02,  3.05837042E+00
  7.95666338E-02, -1.35211318E-02,  3.04787123E+00
  7.95666338E-02, -1.35211318E-02,  3.04787123E+00
  8.00000000E-02, -1.36749701E-02,  3.04685161E+00
  8.00000000E-02, -1.36749701E-02,  3.04685161E+00
  8.00000000E-02, -1.36749701E-02,  3.04685161E+00
  8.04333662E-02, -1.38295594E-02,  3.04582810E+00
  8.50000000E-02, -1.55035911E-02,  3.03481449E+00
  8.50000000E-02, -1.55035911E-02,  3.03481449E+00
  8.50000000E-02, -1.55035911E-02,  3.03481449E+00
  8.95666338E-02, -1.72579335E-02,  3.02341087E+00
  8.95666338E-02, -1.72579335E-02,  3.02341087E+00
  9.00000000E-02, -1.74284905E-02,  3.02230982E+00
  9.00000000E-02, -1.74284905E-02,  3.02230982E+00
  9.00000000E-02, -1.74284905E-02,  3.02230982E+00
  9.04333662E-02, -1.75997440E-02,  3.02120564E+00
  9.50000000E-02, -1.94461004E-02,  3.00938814E+00
  9.50000000E-02, -1.94461004E-02,  3.00938814E+00
  9.50000000E-02, -1.94461004E-02,  3.00938814E+00
  9.95666338E-02, -2.13669213E-02,  2.99726465E+00
  9.95666338E-02, -2.13669213E-02,  2.99726465E+00
  1.00000000E-01, -2.15529802E-02,  2.99609964E+00
  1.00000000E-01, -2.15529802E-02,  2.99609964E+00
  1.00000000E-01, -2.15529802E-02,  2.99609964E+00
  1.00433366E-01, -2.17396847E-02,  2.99493224E+00
  1.05000000E-01, -2.37458126E-02,  2.98249413E+00
  1.05000000E-01, -2.37458126E-02,  2.98249413E+00
  1.05000000E-01, -2.37458126E-02,  2.98249413E+00
  1.09566634E-01, -2.58209703E-02,  2.96983276E+00
  1.09566634E-01, -2.58209703E-02,  2.96983276E+00
  1.10000000E-01, -2.60213996E-02,  2.96862097E+00
  1.10000000E-01, -2.60213996E-02,  2.96862097E+00
  1.10000000E-01, -2.60213996E-02,  2.96862097E+00
  1.10433366E-01, -2.62224275E-02,  2.96740754E+00
  1.15000000E-01, -2.83766589E-02,  2.95452897E+00
  1.15000000E-01, -2.83766589E-02,  2.95452897E+00
  1.15000000E-01, -2.83766589E-02,  2.95452897E+00
  1.19566634E-01, -3.05948711E-02,  2.94150807E+00
